wnd_vert_vel_isobaric 700|-4.5,4.5|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_vert_vel_isobaric 500|-2,2|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_vert_vel_isobaric 300|-1.5,2.5|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_vert_vel_isobaric 200|-1,1|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_vert_vel_isobaric 150|-0.5,0.5|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
sky_cvr sky_cvr|0,100|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
ttl_prcp_surface_6_Hour_Accumulation surface|0,100|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
grnd_sea_temp_surface surface|-50,75|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
cape_surface surface|0,6050|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
dwpt_dprs_surface surface|0,100|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000
prcp_h2o_surface surface|0,100|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
pres_surface surface|500,1200|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_spd 1000|-30,40|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_spd 925|-30,40|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_spd 850|-30,40|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_spd 700|-30,40|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_spd 500|-30,40|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_spd 300|-30,40|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_spd 200|-30,40|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
wnd_spd 150|-30,40|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
peak_wnd_spd_surface surface|1,100|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
ttl_cld_cvr_sky_cvr sky_cvr|0,100|#eeeeFF,#0000FF
ttl_cld_cvr_low_cld low_cld|0,100|#eeeeFF,#0000FF
ttl_cld_cvr_mid_cld mid_cld|0,100|#eeeeFF,#0000FF
ttl_cld_cvr_hi_cld hi_cld|0,100|#eeeeFF,#0000FF
Upward_long-wave_radiation_flux_atmosphere_top atms_top|101,350|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AOT_Merged satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AOT_Pure satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AOT_Merged_uncertainty satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AOT_Pure_uncertainty satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AE_Merged satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AE_Pure satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AOT_L2_Mean satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AOT_L2_SDV satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AOT_L2_Num satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AE_L2_Mean satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AE_L2_SDV satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
AE_L2_Num satellite|-0.5,3|#0000FF,#0077FF,#FFFF00,#FFAA00,#FF0000,#AA0000
